"","groups"
"ENSG00000152700",2
"ENSG00000152705",2
"ENSG00000152749",2
"ENSG00000152760",2
"ENSG00000152763",2
"ENSG00000152766",2
"ENSG00000152767",2
"ENSG00000152778",2
"ENSG00000152779",2
"ENSG00000152782",2
"ENSG00000152784",2
"ENSG00000152785",2
"ENSG00000152795",3
"ENSG00000152804",2
"ENSG00000152818",2
"ENSG00000152822",2
"ENSG00000152894",2
"ENSG00000152904",2
"ENSG00000152910",2
"ENSG00000152926",2
"ENSG00000152932",2
"ENSG00000152936",2
"ENSG00000152939",2
"ENSG00000152942",2
"ENSG00000152944",2
"ENSG00000152952",1
"ENSG00000152953",2
"ENSG00000152954",2
"ENSG00000152969",2
"ENSG00000152977",1
"ENSG00000152990",2
"ENSG00000153002",2
"ENSG00000153006",2
"ENSG00000153012",2
"ENSG00000153015",2
"ENSG00000153029",2
"ENSG00000153037",2
"ENSG00000153044",2
"ENSG00000153046",2
"ENSG00000153048",1
"ENSG00000153060",2
"ENSG00000153064",2
"ENSG00000153066",2
"ENSG00000153071",2
"ENSG00000153086",2
"ENSG00000153093",2
"ENSG00000153094",2
"ENSG00000153107",2
"ENSG00000153113",2
"ENSG00000153130",1
"ENSG00000153132",2
"ENSG00000153140",2
"ENSG00000153147",1
"ENSG00000153157",2
"ENSG00000153162",2
"ENSG00000153165",2
"ENSG00000153179",1
"ENSG00000153187",3
"ENSG00000153201",2
"ENSG00000153207",2
"ENSG00000153208",2
"ENSG00000153214",2
"ENSG00000153230",2
"ENSG00000153233",2
"ENSG00000153234",2
"ENSG00000153237",2
"ENSG00000153246",2
"ENSG00000153250",2
"ENSG00000153253",2
"ENSG00000153266",1
"ENSG00000153283",2
"ENSG00000153291",1
"ENSG00000153292",2
"ENSG00000153294",2
"ENSG00000153303",2
"ENSG00000153310",2
"ENSG00000153317",1
"ENSG00000153339",2
"ENSG00000153347",2
"ENSG00000153391",2
"ENSG00000153395",2
"ENSG00000153404",2
"ENSG00000153406",2
"ENSG00000153443",2
"ENSG00000153446",2
"ENSG00000153485",2
"ENSG00000153487",2
"ENSG00000153495",2
"ENSG00000153498",2
"ENSG00000153531",1
"ENSG00000153551",2
"ENSG00000153558",2
"ENSG00000153560",2
"ENSG00000153561",1
"ENSG00000153563",2
"ENSG00000153574",1
"ENSG00000153684",2
"ENSG00000153707",1
"ENSG00000153714",2
"ENSG00000153721",2
"ENSG00000153767",2
"ENSG00000153774",1
"ENSG00000153779",2
"ENSG00000153786",2
"ENSG00000153789",2
"ENSG00000153790",2
"ENSG00000153802",2
"ENSG00000153814",2
"ENSG00000153815",2
"ENSG00000153820",1
"ENSG00000153822",2
"ENSG00000153823",2
"ENSG00000153827",1
"ENSG00000153832",2
"ENSG00000153879",2
"ENSG00000153885",2
"ENSG00000153896",2
"ENSG00000153898",2
"ENSG00000153902",2
"ENSG00000153904",1
"ENSG00000153914",2
"ENSG00000153922",2
"ENSG00000153930",2
"ENSG00000153933",2
"ENSG00000153936",2
"ENSG00000153944",2
"ENSG00000153956",2
"ENSG00000153975",2
"ENSG00000153976",2
"ENSG00000153982",2
"ENSG00000153989",2
"ENSG00000153993",2
"ENSG00000154001",2
"ENSG00000154007",2
"ENSG00000154016",2
"ENSG00000154025",2
"ENSG00000154027",2
"ENSG00000154040",2
"ENSG00000154059",2
"ENSG00000154065",2
"ENSG00000154079",2
"ENSG00000154080",2
"ENSG00000154096",1
"ENSG00000154099",2
"ENSG00000154102",2
"ENSG00000154114",2
"ENSG00000154118",2
"ENSG00000154122",2
"ENSG00000154124",2
"ENSG00000154127",2
"ENSG00000154133",2
"ENSG00000154134",1
"ENSG00000154143",2
"ENSG00000154144",2
"ENSG00000154146",3
"ENSG00000154153",2
"ENSG00000154162",2
"ENSG00000154165",2
"ENSG00000154174",1
"ENSG00000154175",2
"ENSG00000154188",2
"ENSG00000154217",2
"ENSG00000154222",2
"ENSG00000154227",2
"ENSG00000154229",2
"ENSG00000154237",2
"ENSG00000154240",2
"ENSG00000154252",2
"ENSG00000154258",2
"ENSG00000154262",2
"ENSG00000154263",2
"ENSG00000154265",2
"ENSG00000154269",2
"ENSG00000154274",2
"ENSG00000154277",3
"ENSG00000154305",2
"ENSG00000154309",2
"ENSG00000154310",2
"ENSG00000154319",2
"ENSG00000154328",2
"ENSG00000154330",2
"ENSG00000154342",2
"ENSG00000154358",2
"ENSG00000154359",2
"ENSG00000154370",2
"ENSG00000154380",1
"ENSG00000154415",2
"ENSG00000154429",2
"ENSG00000154438",2
"ENSG00000154447",2
"ENSG00000154451",2
"ENSG00000154473",1
"ENSG00000154478",2
"ENSG00000154479",2
"ENSG00000154485",2
"ENSG00000154493",2
"ENSG00000154511",2
"ENSG00000154518",1
"ENSG00000154529",2
"ENSG00000154545",2
"ENSG00000154548",2
"ENSG00000154553",2
"ENSG00000154556",1
"ENSG00000154582",2
"ENSG00000154589",2
"ENSG00000154611",2
"ENSG00000154620",2
"ENSG00000154639",2
"ENSG00000154640",1
"ENSG00000154642",2
"ENSG00000154645",2
"ENSG00000154646",2
"ENSG00000154654",2
"ENSG00000154655",2
"ENSG00000154678",2
"ENSG00000154710",2
"ENSG00000154719",1
"ENSG00000154721",2
"ENSG00000154723",3
"ENSG00000154727",2
"ENSG00000154734",1
"ENSG00000154736",2
"ENSG00000154743",2
"ENSG00000154760",2
"ENSG00000154764",2
"ENSG00000154767",2
"ENSG00000154781",2
"ENSG00000154783",2
"ENSG00000154803",2
"ENSG00000154813",2
"ENSG00000154814",2
"ENSG00000154822",2
"ENSG00000154832",2
"ENSG00000154839",2
"ENSG00000154845",1
"ENSG00000154856",2
"ENSG00000154864",2
"ENSG00000154889",2
"ENSG00000154914",2
"ENSG00000154917",1
"ENSG00000154920",2
"ENSG00000154928",2
"ENSG00000154930",2
"ENSG00000154945",2
"ENSG00000154957",2
"ENSG00000154975",1
"ENSG00000154978",2
"ENSG00000154997",2
"ENSG00000155008",2
"ENSG00000155011",2
"ENSG00000155016",2
"ENSG00000155026",2
"ENSG00000155034",2
"ENSG00000155052",2
"ENSG00000155066",2
"ENSG00000155085",2
"ENSG00000155087",2
"ENSG00000155090",2
"ENSG00000155093",1
"ENSG00000155096",1
"ENSG00000155097",1
"ENSG00000155099",2
"ENSG00000155100",2
"ENSG00000155111",2
"ENSG00000155115",3
"ENSG00000155158",2
"ENSG00000155189",2
"ENSG00000155229",2
"ENSG00000155249",2
"ENSG00000155252",2
"ENSG00000155254",2
"ENSG00000155256",2
"ENSG00000155265",1
"ENSG00000155269",2
"ENSG00000155275",2
"ENSG00000155287",1
"ENSG00000155304",1
"ENSG00000155307",2
"ENSG00000155313",2
"ENSG00000155324",2
"ENSG00000155329",2
"ENSG00000155330",2
"ENSG00000155363",1
"ENSG00000155366",1
"ENSG00000155367",2
"ENSG00000155368",3
"ENSG00000155380",1
"ENSG00000155393",2
"ENSG00000155428",2
"ENSG00000155438",2
"ENSG00000155463",1
"ENSG00000155465",2
"ENSG00000155495",2
"ENSG00000155506",1
"ENSG00000155508",1
"ENSG00000155511",1
"ENSG00000155530",2
"ENSG00000155542",2
"ENSG00000155545",2
"ENSG00000155561",2
"ENSG00000155592",2
"ENSG00000155621",2
"ENSG00000155622",2
"ENSG00000155629",2
"ENSG00000155636",2
"ENSG00000155657",1
"ENSG00000155659",2
"ENSG00000155660",3
"ENSG00000155666",2
"ENSG00000155714",2
"ENSG00000155719",2
"ENSG00000155729",2
"ENSG00000155744",2
"ENSG00000155749",2
"ENSG00000155754",2
"ENSG00000155755",2
"ENSG00000155760",2
"ENSG00000155761",2
"ENSG00000155792",2
"ENSG00000155816",2
"ENSG00000155827",1
"ENSG00000155833",2
"ENSG00000155846",2
"ENSG00000155849",2
"ENSG00000155850",2
"ENSG00000155858",2
"ENSG00000155868",2
"ENSG00000155875",2
"ENSG00000155876",3
"ENSG00000155886",2
"ENSG00000155890",2
"ENSG00000155893",2
"ENSG00000155897",2
"ENSG00000155903",2
"ENSG00000155906",2
"ENSG00000155918",2
"ENSG00000155926",2
"ENSG00000155957",2
"ENSG00000155959",1
"ENSG00000155961",2
"ENSG00000155962",2
"ENSG00000155966",2
"ENSG00000155970",2
"ENSG00000155974",2
"ENSG00000155975",2
"ENSG00000155980",3
"ENSG00000156006",2
"ENSG00000156009",2
"ENSG00000156011",2
"ENSG00000156017",2
"ENSG00000156026",2
"ENSG00000156030",2
"ENSG00000156042",2
"ENSG00000156049",2
"ENSG00000156050",2
"ENSG00000156052",1
"ENSG00000156076",2
"ENSG00000156096",3
"ENSG00000156097",2
"ENSG00000156103",2
"ENSG00000156110",2
"ENSG00000156113",2
"ENSG00000156127",2
"ENSG00000156136",1
"ENSG00000156140",2
"ENSG00000156150",2
"ENSG00000156162",2
"ENSG00000156170",2
"ENSG00000156171",2
"ENSG00000156172",2
"ENSG00000156194",2
"ENSG00000156206",2
"ENSG00000156218",2
"ENSG00000156219",2
"ENSG00000156222",2
"ENSG00000156232",2
"ENSG00000156234",2
"ENSG00000156239",2
"ENSG00000156253",2
"ENSG00000156256",2
"ENSG00000156261",3
"ENSG00000156265",2
"ENSG00000156269",2
"ENSG00000156273",2
"ENSG00000156282",2
"ENSG00000156284",1
"ENSG00000156298",1
"ENSG00000156299",1
"ENSG00000156304",2
"ENSG00000156313",2
"ENSG00000156345",2
"ENSG00000156374",2
"ENSG00000156381",1
"ENSG00000156384",2
"ENSG00000156395",2
"ENSG00000156398",2
"ENSG00000156411",1
"ENSG00000156413",2
"ENSG00000156414",2
"ENSG00000156427",1
"ENSG00000156453",2
"ENSG00000156463",2
"ENSG00000156466",2
"ENSG00000156467",1
"ENSG00000156469",2
"ENSG00000156471",1
"ENSG00000156475",2
"ENSG00000156482",3
"ENSG00000156486",2
"ENSG00000156500",2
"ENSG00000156502",2
"ENSG00000156504",2
"ENSG00000156508",4
"ENSG00000156509",2
"ENSG00000156510",2
"ENSG00000156515",1
"ENSG00000156521",2
"ENSG00000156531",2
"ENSG00000156535",2
"ENSG00000156564",2
"ENSG00000156574",2
"ENSG00000156575",2
"ENSG00000156587",1
"ENSG00000156599",2
"ENSG00000156603",2
"ENSG00000156639",1
"ENSG00000156642",1
"ENSG00000156650",2
"ENSG00000156671",2
"ENSG00000156675",2
"ENSG00000156687",2
"ENSG00000156689",2
"ENSG00000156697",2
"ENSG00000156709",1
"ENSG00000156711",2
"ENSG00000156735",2
"ENSG00000156738",2
"ENSG00000156787",2
"ENSG00000156795",2
"ENSG00000156802",2
"ENSG00000156804",1
"ENSG00000156831",2
"ENSG00000156853",2
"ENSG00000156858",2
"ENSG00000156860",2
"ENSG00000156869",2
"ENSG00000156873",2
"ENSG00000156875",1
"ENSG00000156876",2
"ENSG00000156885",3
"ENSG00000156886",2
"ENSG00000156920",2
"ENSG00000156925",2
"ENSG00000156928",2
"ENSG00000156931",2
"ENSG00000156958",2
"ENSG00000156959",2
"ENSG00000156966",2
"ENSG00000156968",2
"ENSG00000156970",2
"ENSG00000156973",2
"ENSG00000156976",3
"ENSG00000156983",2
"ENSG00000156990",2
"ENSG00000157005",1
"ENSG00000157014",2
"ENSG00000157017",2
"ENSG00000157020",1
"ENSG00000157036",2
"ENSG00000157045",2
"ENSG00000157060",2
"ENSG00000157064",1
"ENSG00000157077",2
"ENSG00000157087",1
"ENSG00000157093",2
"ENSG00000157103",1
"ENSG00000157106",2
"ENSG00000157107",2
"ENSG00000157110",1
"ENSG00000157111",2
"ENSG00000157119",2
"ENSG00000157131",3
"ENSG00000157150",2
"ENSG00000157152",1
"ENSG00000157168",2
"ENSG00000157181",2
"ENSG00000157184",2
"ENSG00000157191",2
"ENSG00000157193",2
"ENSG00000157211",2
"ENSG00000157212",2
"ENSG00000157214",2
"ENSG00000157216",1
"ENSG00000157219",2
"ENSG00000157224",2
"ENSG00000157227",1
"ENSG00000157240",1
"ENSG00000157259",2
"ENSG00000157303",1
"ENSG00000157315",2
"ENSG00000157326",2
"ENSG00000157330",2
"ENSG00000157335",2
"ENSG00000157343",2
"ENSG00000157349",2
"ENSG00000157350",2
"ENSG00000157353",2
"ENSG00000157368",2
"ENSG00000157379",2
"ENSG00000157388",2
"ENSG00000157399",2
"ENSG00000157404",1
"ENSG00000157423",2
"ENSG00000157426",2
"ENSG00000157429",2
"ENSG00000157445",2
"ENSG00000157450",2
"ENSG00000157456",1
"ENSG00000157470",2
"ENSG00000157483",2
"ENSG00000157500",2
"ENSG00000157502",2
"ENSG00000157510",1
"ENSG00000157514",1
"ENSG00000157538",2
"ENSG00000157540",2
"ENSG00000157542",2
"ENSG00000157551",2
"ENSG00000157554",2
"ENSG00000157557",1
"ENSG00000157570",1
"ENSG00000157578",2
"ENSG00000157593",1
"ENSG00000157600",2
"ENSG00000157601",2
"ENSG00000157613",2
"ENSG00000157617",2
"ENSG00000157625",2
"ENSG00000157637",2
"ENSG00000157653",2
"ENSG00000157654",2
"ENSG00000157657",2
"ENSG00000157680",2
"ENSG00000157693",2
"ENSG00000157703",2
"ENSG00000157734",2
"ENSG00000157741",2
"ENSG00000157764",2
"ENSG00000157765",2
"ENSG00000157766",2
"ENSG00000157778",2
"ENSG00000157782",2
"ENSG00000157796",2
"ENSG00000157800",2
"ENSG00000157823",2
"ENSG00000157827",1
"ENSG00000157833",2
"ENSG00000157837",2
"ENSG00000157851",1
"ENSG00000157856",2
"ENSG00000157869",2
"ENSG00000157870",2
"ENSG00000157873",2
"ENSG00000157881",2
"ENSG00000157884",2
"ENSG00000157890",2
"ENSG00000157895",2
"ENSG00000157911",2
"ENSG00000157916",1
"ENSG00000157927",2
"ENSG00000157933",1
"ENSG00000157954",2
"ENSG00000157978",2
"ENSG00000157985",2
"ENSG00000157992",2
"ENSG00000157999",2
"ENSG00000158006",2
"ENSG00000158008",2
"ENSG00000158014",2
"ENSG00000158019",2
"ENSG00000158022",3
"ENSG00000158023",2
"ENSG00000158042",1
"ENSG00000158050",2
"ENSG00000158055",2
"ENSG00000158062",2
"ENSG00000158077",2
"ENSG00000158079",2
"ENSG00000158089",2
"ENSG00000158092",2
"ENSG00000158104",3
"ENSG00000158106",2
"ENSG00000158109",1
"ENSG00000158113",2
"ENSG00000158122",2
"ENSG00000158125",2
"ENSG00000158156",2
"ENSG00000158158",2
"ENSG00000158161",2
"ENSG00000158163",2
"ENSG00000158164",3
"ENSG00000158169",2
"ENSG00000158186",2
"ENSG00000158195",1
"ENSG00000158201",2
"ENSG00000158220",2
"ENSG00000158234",2
"ENSG00000158246",2
"ENSG00000158258",2
"ENSG00000158270",2
"ENSG00000158286",1
"ENSG00000158290",1
"ENSG00000158292",2
"ENSG00000158296",2
"ENSG00000158301",2
"ENSG00000158315",2
"ENSG00000158321",1
"ENSG00000158352",2
"ENSG00000158373",1
"ENSG00000158402",2
"ENSG00000158406",2
"ENSG00000158411",2
"ENSG00000158417",1
"ENSG00000158423",2
"ENSG00000158427",2
"ENSG00000158428",2
"ENSG00000158435",1
"ENSG00000158445",2
"ENSG00000158457",2
"ENSG00000158458",2
"ENSG00000158467",2
"ENSG00000158470",1
"ENSG00000158473",2
"ENSG00000158477",2
"ENSG00000158480",2
"ENSG00000158481",2
"ENSG00000158485",2
"ENSG00000158486",2
"ENSG00000158488",2
"ENSG00000158497",2
"ENSG00000158516",2
"ENSG00000158517",2
"ENSG00000158525",2
"ENSG00000158526",1
"ENSG00000158528",2
"ENSG00000158545",2
"ENSG00000158552",2
"ENSG00000158553",2
"ENSG00000158555",2
"ENSG00000158560",1
"ENSG00000158571",2
"ENSG00000158578",3
"ENSG00000158604",1
"ENSG00000158615",1
"ENSG00000158623",1
"ENSG00000158636",2
"ENSG00000158639",2
"ENSG00000158669",2
"ENSG00000158683",2
"ENSG00000158691",2
"ENSG00000158710",1
"ENSG00000158711",2
"ENSG00000158714",2
"ENSG00000158715",2
"ENSG00000158716",2
"ENSG00000158717",2
"ENSG00000158747",2
"ENSG00000158748",2
"ENSG00000158764",2
"ENSG00000158769",2
"ENSG00000158773",1
"ENSG00000158786",2
"ENSG00000158792",2
"ENSG00000158793",2
"ENSG00000158796",2
"ENSG00000158805",2
"ENSG00000158806",2
"ENSG00000158813",2
"ENSG00000158815",2
"ENSG00000158816",2
"ENSG00000158825",2
"ENSG00000158828",1
"ENSG00000158850",2
"ENSG00000158856",1
"ENSG00000158859",2
"ENSG00000158863",2
"ENSG00000158864",3
"ENSG00000158865",2
"ENSG00000158869",3
"ENSG00000158874",5
"ENSG00000158882",2
"ENSG00000158887",2
"ENSG00000158901",2
"ENSG00000158941",1
"ENSG00000158955",2
"ENSG00000158966",1
"ENSG00000158985",2
"ENSG00000158987",2
"ENSG00000159023",1
"ENSG00000159055",2
"ENSG00000159063",2
"ENSG00000159069",2
"ENSG00000159079",2
"ENSG00000159082",2
"ENSG00000159086",1
"ENSG00000159110",2
"ENSG00000159111",1
"ENSG00000159128",1
"ENSG00000159131",2
"ENSG00000159140",1
"ENSG00000159147",2
"ENSG00000159164",1
"ENSG00000159166",2
"ENSG00000159167",2
"ENSG00000159173",3
"ENSG00000159176",2
"ENSG00000159182",2
"ENSG00000159184",2
"ENSG00000159189",3
"ENSG00000159197",2
"ENSG00000159199",1
"ENSG00000159200",2
"ENSG00000159202",1
"ENSG00000159208",2
"ENSG00000159210",2
"ENSG00000159212",2
"ENSG00000159214",2
"ENSG00000159216",2
"ENSG00000159217",1
"ENSG00000159224",2
"ENSG00000159228",1
"ENSG00000159231",2
"ENSG00000159248",2
"ENSG00000159251",4
"ENSG00000159256",2
"ENSG00000159259",2
"ENSG00000159261",2
"ENSG00000159267",2
"ENSG00000159289",2
"ENSG00000159307",2
"ENSG00000159314",2
"ENSG00000159322",2
"ENSG00000159335",3
"ENSG00000159337",2
"ENSG00000159339",2
"ENSG00000159346",1
"ENSG00000159348",1
"ENSG00000159352",1
"ENSG00000159363",1
"ENSG00000159374",2
"ENSG00000159377",3
"ENSG00000159387",2
"ENSG00000159388",3
"ENSG00000159398",2
"ENSG00000159399",1
"ENSG00000159403",3
"ENSG00000159409",1
"ENSG00000159423",1
"ENSG00000159433",2
"ENSG00000159445",2
"ENSG00000159450",2
"ENSG00000159455",2
"ENSG00000159459",2
"ENSG00000159461",1
"ENSG00000159479",2
"ENSG00000159495",2
"ENSG00000159496",2
"ENSG00000159516",2
"ENSG00000159527",2
"ENSG00000159556",2
"ENSG00000159579",2
"ENSG00000159588",2
"ENSG00000159592",1
"ENSG00000159593",2
"ENSG00000159596",2
"ENSG00000159618",2
"ENSG00000159625",2
"ENSG00000159640",2
"ENSG00000159648",2
"ENSG00000159650",2
"ENSG00000159658",2
"ENSG00000159674",2
"ENSG00000159685",2
"ENSG00000159692",1
"ENSG00000159708",2
"ENSG00000159713",2
"ENSG00000159714",2
"ENSG00000159720",2
"ENSG00000159723",2
"ENSG00000159733",2
"ENSG00000159753",2
"ENSG00000159761",2
"ENSG00000159763",2
"ENSG00000159784",1
"ENSG00000159788",2
"ENSG00000159792",2
"ENSG00000159840",1
"ENSG00000159842",1
"ENSG00000159871",2
"ENSG00000159873",1
"ENSG00000159882",2
"ENSG00000159884",1
"ENSG00000159885",2
"ENSG00000159899",2
"ENSG00000159905",2
"ENSG00000159915",2
"ENSG00000159917",2
"ENSG00000159921",2
"ENSG00000159958",2
"ENSG00000159961",2
"ENSG00000160007",1
"ENSG00000160013",2
"ENSG00000160014",3
"ENSG00000160049",2
"ENSG00000160050",2
"ENSG00000160051",2
"ENSG00000160055",2
"ENSG00000160058",1
"ENSG00000160062",2
"ENSG00000160072",2
"ENSG00000160075",2
"ENSG00000160087",2
"ENSG00000160094",2
"ENSG00000160097",1
"ENSG00000160111",2
"ENSG00000160113",2
"ENSG00000160117",2
"ENSG00000160124",2
"ENSG00000160131",2
"ENSG00000160145",2
"ENSG00000160161",2
"ENSG00000160179",2
"ENSG00000160180",2
"ENSG00000160181",2
"ENSG00000160182",2
"ENSG00000160183",2
"ENSG00000160185",2
"ENSG00000160188",2
"ENSG00000160190",2
"ENSG00000160191",2
"ENSG00000160193",2
"ENSG00000160194",2
"ENSG00000160199",2
"ENSG00000160200",1
"ENSG00000160201",2
"ENSG00000160202",2
"ENSG00000160207",2
"ENSG00000160208",2
"ENSG00000160209",2
"ENSG00000160211",1
"ENSG00000160213",1
"ENSG00000160214",2
"ENSG00000160216",2
"ENSG00000160218",2
"ENSG00000160219",2
"ENSG00000160221",1
"ENSG00000160223",2
"ENSG00000160224",2
"ENSG00000160226",2
"ENSG00000160229",2
"ENSG00000160233",2
"ENSG00000160255",2
"ENSG00000160256",2
"ENSG00000160271",1
"ENSG00000160282",1
"ENSG00000160284",2
"ENSG00000160285",1
"ENSG00000160293",2
"ENSG00000160294",2
"ENSG00000160298",2
"ENSG00000160299",2
"ENSG00000160305",2
"ENSG00000160307",3
"ENSG00000160310",1
"ENSG00000160318",2
"ENSG00000160321",2
"ENSG00000160323",2
"ENSG00000160325",2
"ENSG00000160326",2
"ENSG00000160336",2
"ENSG00000160339",2
"ENSG00000160345",2
"ENSG00000160349",2
"ENSG00000160352",2
"ENSG00000160360",1
"ENSG00000160392",2
"ENSG00000160396",2
"ENSG00000160401",2
"ENSG00000160404",2
"ENSG00000160408",1
"ENSG00000160410",2
"ENSG00000160439",2
"ENSG00000160445",1
"ENSG00000160446",2
"ENSG00000160447",2
"ENSG00000160460",2
"ENSG00000160469",1
"ENSG00000160471",2
"ENSG00000160472",2
"ENSG00000160505",2
"ENSG00000160539",1
"ENSG00000160551",2
"ENSG00000160563",2
"ENSG00000160570",1
"ENSG00000160584",2
"ENSG00000160588",2
"ENSG00000160593",2
"ENSG00000160602",2
"ENSG00000160606",2
"ENSG00000160613",2
"ENSG00000160633",1
"ENSG00000160654",2
"ENSG00000160678",3
"ENSG00000160679",1
"ENSG00000160683",2
"ENSG00000160685",2
"ENSG00000160688",2
"ENSG00000160691",1
"ENSG00000160695",2
"ENSG00000160703",2
"ENSG00000160710",1
"ENSG00000160712",2
"ENSG00000160714",1
"ENSG00000160716",2
"ENSG00000160741",2
"ENSG00000160746",2
"ENSG00000160752",1
"ENSG00000160753",1
"ENSG00000160767",2
"ENSG00000160781",2
"ENSG00000160783",2
"ENSG00000160785",2
"ENSG00000160789",1
"ENSG00000160791",2
"ENSG00000160796",2
"ENSG00000160799",2
"ENSG00000160801",1
"ENSG00000160803",1
"ENSG00000160808",4
"ENSG00000160813",2
"ENSG00000160818",2
"ENSG00000160838",2
"ENSG00000160856",2
"ENSG00000160862",3
"ENSG00000160867",2
"ENSG00000160868",3
"ENSG00000160870",3
"ENSG00000160877",2
"ENSG00000160882",2
"ENSG00000160883",2
"ENSG00000160886",2
"ENSG00000160888",1
"ENSG00000160908",2
"ENSG00000160917",2
"ENSG00000160932",1
"ENSG00000160948",1
"ENSG00000160949",2
"ENSG00000160951",2
"ENSG00000160953",2
"ENSG00000160957",2
"ENSG00000160959",2
"ENSG00000160961",2
"ENSG00000160972",2
"ENSG00000160973",2
"ENSG00000160991",2
"ENSG00000160993",2
"ENSG00000160994",2
"ENSG00000160999",2
"ENSG00000161010",2
"ENSG00000161011",1
"ENSG00000161013",1
"ENSG00000161016",4
"ENSG00000161021",2
"ENSG00000161031",2
"ENSG00000161036",2
"ENSG00000161040",2
"ENSG00000161048",2
"ENSG00000161055",2
"ENSG00000161057",1
"ENSG00000161082",1
"ENSG00000161091",2
"ENSG00000161133",2
"ENSG00000161179",2
"ENSG00000161180",2
"ENSG00000161202",1
"ENSG00000161203",3
"ENSG00000161204",2
"ENSG00000161217",2
"ENSG00000161243",2
"ENSG00000161249",2
"ENSG00000161265",2
"ENSG00000161267",2
"ENSG00000161270",1
"ENSG00000161277",2
"ENSG00000161281",3
"ENSG00000161298",2
"ENSG00000161328",2
"ENSG00000161381",2
"ENSG00000161395",2
"ENSG00000161405",2
"ENSG00000161509",1
"ENSG00000161513",1
"ENSG00000161526",2
"ENSG00000161533",2
"ENSG00000161542",2
"ENSG00000161544",2
"ENSG00000161547",3
"ENSG00000161551",2
"ENSG00000161558",2
"ENSG00000161594",2
"ENSG00000161609",2
"ENSG00000161610",2
"ENSG00000161618",2
"ENSG00000161634",2
"ENSG00000161638",1
"ENSG00000161640",2
"ENSG00000161642",2
"ENSG00000161647",2
"ENSG00000161649",2
"ENSG00000161652",2
"ENSG00000161653",2
"ENSG00000161654",2
"ENSG00000161664",2
"ENSG00000161671",1
"ENSG00000161677",2
"ENSG00000161681",2
"ENSG00000161682",2
"ENSG00000161692",2
"ENSG00000161714",2
"ENSG00000161791",2
"ENSG00000161798",2
"ENSG00000161800",1
"ENSG00000161807",2
"ENSG00000161813",2
"ENSG00000161835",2
"ENSG00000161847",2
"ENSG00000161849",2
"ENSG00000161850",2
"ENSG00000161860",2
"ENSG00000161888",1
"ENSG00000161896",2
"ENSG00000161904",2
"ENSG00000161905",2
"ENSG00000161911",2
"ENSG00000161914",2
"ENSG00000161920",2
"ENSG00000161921",2
"ENSG00000161929",2
"ENSG00000161940",2
"ENSG00000161944",3
"ENSG00000161955",2
"ENSG00000161956",2
"ENSG00000161958",2
"ENSG00000161960",2
"ENSG00000161970",3
"ENSG00000161973",2
"ENSG00000161980",2
"ENSG00000161981",1
"ENSG00000161992",2
"ENSG00000161996",2
"ENSG00000161999",1
"ENSG00000162004",2
"ENSG00000162009",2
"ENSG00000162032",1
"ENSG00000162039",2
"ENSG00000162040",2
"ENSG00000162062",2
"ENSG00000162063",2
"ENSG00000162065",2
"ENSG00000162066",2
"ENSG00000162068",2
"ENSG00000162069",2
"ENSG00000162073",2
"ENSG00000162076",1
"ENSG00000162078",2
"ENSG00000162086",2
"ENSG00000162104",2
"ENSG00000162105",2
"ENSG00000162129",2
"ENSG00000162139",2
"ENSG00000162144",2
"ENSG00000162148",2
"ENSG00000162174",2
"ENSG00000162188",3
"ENSG00000162191",1
"ENSG00000162194",1
"ENSG00000162222",2
"ENSG00000162227",2
"ENSG00000162231",1
"ENSG00000162236",1
"ENSG00000162241",2
"ENSG00000162244",3
"ENSG00000162267",1
"ENSG00000162298",2
"ENSG00000162300",2
"ENSG00000162302",2
"ENSG00000162337",1
"ENSG00000162341",2
"ENSG00000162344",2
"ENSG00000162365",1
"ENSG00000162366",1
"ENSG00000162367",1
"ENSG00000162368",1
"ENSG00000162373",2
"ENSG00000162374",2
"ENSG00000162377",2
"ENSG00000162378",2
"ENSG00000162383",2
"ENSG00000162384",2
"ENSG00000162385",1
"ENSG00000162390",2
"ENSG00000162391",1
"ENSG00000162396",2
"ENSG00000162398",2
"ENSG00000162399",2
"ENSG00000162402",2
"ENSG00000162407",1
"ENSG00000162408",2
"ENSG00000162409",2
"ENSG00000162413",2
"ENSG00000162415",2
"ENSG00000162419",2
"ENSG00000162426",2
"ENSG00000162430",1
"ENSG00000162433",2
"ENSG00000162434",1
"ENSG00000162437",2
"ENSG00000162438",2
"ENSG00000162441",2
"ENSG00000162444",1
"ENSG00000162456",2
"ENSG00000162458",1
"ENSG00000162460",2
"ENSG00000162461",2
"ENSG00000162482",2
"ENSG00000162490",2
"ENSG00000162493",2
"ENSG00000162494",2
"ENSG00000162496",1
"ENSG00000162510",2
"ENSG00000162511",2
"ENSG00000162512",1
"ENSG00000162517",1
"ENSG00000162520",2
"ENSG00000162521",1
"ENSG00000162522",2
"ENSG00000162526",2
"ENSG00000162542",2
"ENSG00000162543",2
"ENSG00000162545",3
"ENSG00000162551",2
"ENSG00000162552",2
"ENSG00000162571",2
"ENSG00000162572",2
"ENSG00000162576",1
"ENSG00000162585",2
"ENSG00000162591",2
"ENSG00000162592",2
"ENSG00000162594",2
"ENSG00000162595",2
"ENSG00000162598",2
"ENSG00000162599",2
"ENSG00000162600",2
"ENSG00000162601",2
"ENSG00000162604",2
"ENSG00000162607",1
